id,chart_template_id:id,code,name,user_type_id:id,reconcile
tw_250101,l10n_chart_tw_standard_business,250101,持有供交易金融負債-非流動,account.data_account_type_non_current_liabilities,FALSE
tw_250201,l10n_chart_tw_standard_business,250201,持有供交易金融負債評價調整-非流動,account.data_account_type_non_current_liabilities,FALSE
tw_250301,l10n_chart_tw_standard_business,250301,原始認列時指定為透過損益按公允價值衡量之金融負債-非流動,account.data_account_type_non_current_liabilities,FALSE
tw_250401,l10n_chart_tw_standard_business,250401,原始認列時指定為透過損益按公允價值衡量之金融負債評價調整-非流動,account.data_account_type_non_current_liabilities,TRUE
tw_251001,l10n_chart_tw_standard_business,251001,避險之衍生金融負債-非流動,account.data_account_type_non_current_liabilities,TRUE
tw_252001,l10n_chart_tw_standard_business,252001,按攤銷後成本衡量之金融負債-非流動,account.data_account_type_non_current_liabilities,FALSE
tw_252501,l10n_chart_tw_standard_business,252501,以成本衡量之金融負債-非流動,account.data_account_type_non_current_liabilities,FALSE
tw_253000,l10n_chart_tw_standard_business,253000,應付公司債,account.data_account_type_non_current_liabilities,FALSE
tw_253101,l10n_chart_tw_standard_business,253101,應付公司債,account.data_account_type_non_current_liabilities,FALSE
tw_253201,l10n_chart_tw_standard_business,253201,應付公司債溢(折)價,account.data_account_type_non_current_liabilities,TRUE
tw_254000,l10n_chart_tw_standard_business,254000,長期借款,account.data_account_type_non_current_liabilities,TRUE
tw_254101,l10n_chart_tw_standard_business,254101,銀行長期借款,account.data_account_type_non_current_liabilities,TRUE
tw_254201,l10n_chart_tw_standard_business,254201,其他長期借款,account.data_account_type_non_current_liabilities,FALSE
tw_254301,l10n_chart_tw_standard_business,254301,分期償付之借款,account.data_account_type_non_current_liabilities,FALSE
tw_255000,l10n_chart_tw_standard_business,255000,負債準備-非流動,account.data_account_type_non_current_liabilities,FALSE
tw_255101,l10n_chart_tw_standard_business,255101,員工福利負債準備-非流動,account.data_account_type_non_current_liabilities,FALSE
tw_255201,l10n_chart_tw_standard_business,255201,保固之長期負債準備,account.data_account_type_non_current_liabilities,FALSE
